name,title,description
KJV_Promises, I wait for opportunities to show you My compassion, I wait for opportunities to show you My compassion
KJV_Promises, I will shower My Spirit and My blessings on your offspring, I will shower My Spirit and My blessings on your offspring
KJV_Promises, I will comfort you with My everlasting encouragement, I will comfort you with My everlasting encouragement
KJV_Promises, Delight in Me and I will give you the longings of your heart, Delight in Me and I will give you the longings of your heart
KJV_Promises, Just ask and you will receive, Just ask and you will receive
KJV_Promises, I look throughout the earth to strengthen those who belong to me, I look throughout the earth to strengthen those who belong to me
KJV_Promises, I will be your safe place in difficult times, I will be your safe place in difficult times
KJV_Promises, I will give you power over the enemy and nothing will hurt you, I will give you power over the enemy and nothing will hurt you
KJV_Promises," If you love Me with all your heart, I will provide all you need"," If you love Me with all your heart, I will provide all you need"
KJV_Promises, My children will overcome the world through their faith, My children will overcome the world through their faith
KJV_Promises, I will root your heart in the depths of My love, I will root your heart in the depths of My love
KJV_Promises, I will come to you as certainly as the sun rises and spring rains fall, I will come to you as certainly as the sun rises and spring rains fall
KJV_Promises, I will bless the poor in spirit with My kingdom, I will bless the poor in spirit with My kingdom
KJV_Promises, I will give you beauty to replace your ashes, I will give you beauty to replace your ashes
KJV_Promises, I will be your light and you shall reign with Me forever, I will be your light and you shall reign with Me forever
KJV_Promises, The eternal glory that is in store for you far surpasses your present troubles, The eternal glory that is in store for you far surpasses your present troubles
KJV_Promises," An everlasting city awaits you, for I am not ashamed to be called your God"," An everlasting city awaits you, for I am not ashamed to be called your God"
KJV_Promises, Every word of every  that I have made will come to pass, Every word of every  that I have made will come to pass
KJV_Promises, I am God and Father of all creation, I am God and Father of all creation
KJV_Promises, My family in heaven and on earth is named after Me, My family in heaven and on earth is named after Me
KJV_Promises, I created you with My own hands, I created you with My own hands
KJV_Promises, You are fearfully and wonderfully made, You are fearfully and wonderfully made
KJV_Promises, I am your God and you are the sheep of My pasture, I am your God and you are the sheep of My pasture
KJV_Promises," As a shepherd carries a lamb, I have carried you close to My heart"," As a shepherd carries a lamb, I have carried you close to My heart"
KJV_Promises," If your parents reject you, I will take you in"," If your parents reject you, I will take you in"
KJV_Promises, I am the perfect Father, I am the perfect Father
KJV_Promises, I will not let you fall for I am watching over you day and night, I will not let you fall for I am watching over you day and night
KJV_Promises," My tender mercies never fail, for they are new every morning"," My tender mercies never fail, for they are new every morning"
KJV_Promises, I lavish My great love on My children, I lavish My great love on My children
KJV_Promises, I have made an everlasting covenant to only do good things for you, I have made an everlasting covenant to only do good things for you
KJV_Promises, I will go before you and fight your battles, I will go before you and fight your battles
KJV_Promises, I will keep you safe from trouble for I am your hiding place, I will keep you safe from trouble for I am your hiding place
KJV_Promises," I am your rock and your salvation, a fortress that cannot be shaken"," I am your rock and your salvation, a fortress that cannot be shaken"
KJV_Promises, You will have perfect peace if you keep focused on Me, You will have perfect peace if you keep focused on Me
KJV_Promises, I am very close to those who have a broken heart, I am very close to those who have a broken heart
KJV_Promises," If you pray to Me in secret, I will reward you openly"," If you pray to Me in secret, I will reward you openly"
KJV_Promises, I will provide what you need every day, I will provide what you need every day
KJV_Promises, I will seek after those who worship Me in spirit and truth, I will seek after those who worship Me in spirit and truth
KJV_Promises, I will strengthen your inner being by the power of My Spirit, I will strengthen your inner being by the power of My Spirit
KJV_Promises, Cast your burdens on Me and I will look after you, Cast your burdens on Me and I will look after you
KJV_Promises, Jesus died that you and I could be reconciled, Jesus died that you and I could be reconciled
KJV_Promises, Now is the day of salvation and the time to receive My favor, Now is the day of salvation and the time to receive My favor
KJV_Promises," When I offered up My one and only Son, I gave you the best gift I could give"," When I offered up My one and only Son, I gave you the best gift I could give"
KJV_Promises, Nothing in all creation will ever separate you from My love, Nothing in all creation will ever separate you from My love
KJV_Promises," You are no longer a slave, for I have made you My child and My heir"," You are no longer a slave, for I have made you My child and My heir"
KJV_Promises, My Son has made you to be a kingdom of priests to be with Me forever, My Son has made you to be a kingdom of priests to be with Me forever
KJV_Promises," When death is swallowed up, I will wipe away every tear from your face"," When death is swallowed up, I will wipe away every tear from your face"
KJV_Promises," I will guide you to the very end, for I will be your God forever"," I will guide you to the very end, for I will be your God forever"
KJV_Promises," Hold fast to the hope you confess, for I am faithful to keep My promises"," Hold fast to the hope you confess, for I am faithful to keep My promises"
